"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.561873231E1,5.913678408E-1,4.261679173E0,8.868123055E0,9.856735352E0
5.562198965E1,6.081272364E-1,4.256890774E0,8.868123055E0,9.855685887E0
5.562310861E1,6.129156351E-1,4.261679173E0,8.875306129E0,9.864513867E0
5.562584700E1,6.057330370E-1,4.266467571E0,8.875306129E0,9.866139921E0
5.562693400E1,6.009446383E-1,4.273650169E0,8.865729332E0,9.860343646E0
5.562985365E1,5.937620401E-1,4.271255970E0,8.853757858E0,9.848106881E0
5.563147231E1,5.889736414E-1,4.268861771E0,8.858546257E0,9.851086872E0
5.563376619E1,5.937620401E-1,4.261679173E0,8.875306129E0,9.863342315E0
5.563500861E1,5.841852427E-1,4.256890774E0,8.870517731E0,9.856392660E0
5.563768323E1,5.793967843E-1,4.268861771E0,8.858546257E0,9.850518932E0
5.563911865E1,5.889736414E-1,4.252102375E0,8.863334656E0,9.848145296E0
5.564211281E1,6.033388376E-1,4.268861771E0,8.872911453E0,9.864874871E0
5.564320269E1,5.961562395E-1,4.278438568E0,8.872911453E0,9.868586348E0
5.564619019E1,5.913678408E-1,4.264073372E0,8.875306129E0,9.864233196E0
5.564732665E1,6.105214357E-1,4.268861771E0,8.884882927E0,9.876085351E0
5.565037958E1,5.889736414E-1,4.268861771E0,8.889671326E0,9.879085334E0
5.565170265E1,5.698199868E-1,4.266467571E0,8.880094528E0,9.868308831E0
5.565426758E1,5.793967843E-1,4.299986362E0,8.884882927E0,9.887705901E0
5.565539573E1,5.770025849E-1,4.290409565E0,8.892065048E0,9.889861831E0
5.565851073E1,5.698199868E-1,4.273650169E0,8.889671326E0,9.880032230E0
5.565949327E1,5.698199868E-1,4.278438568E0,8.877699852E0,9.871336589E0
5.566241542E1,5.793967843E-1,4.273650169E0,8.877699852E0,9.869819708E0
5.566358684E1,5.770025849E-1,4.278438568E0,8.884882927E0,9.878214069E0
5.566661154E1,5.841852427E-1,4.285621166E0,8.872911453E0,9.870986720E0
5.566768011E1,5.698199868E-1,4.302380562E0,8.882488251E0,9.886039189E0
5.567063400E1,5.722141862E-1,4.299986362E0,8.880094528E0,9.882984904E0
5.567209081E1,5.698199868E-1,4.299986362E0,8.870517731E0,9.874242368E0
5.567454338E1,5.698199868E-1,4.288015366E0,8.860940933E0,9.860428227E0
5.567576219E1,5.674257874E-1,4.302380562E0,8.856152534E0,9.862245598E0
5.567888734E1,5.793967843E-1,4.307168961E0,8.865729332E0,9.873629610E0
5.567987704E1,5.817909837E-1,4.302380562E0,8.870517731E0,9.875983195E0
5.568274819E1,5.865794420E-1,4.321534157E0,8.863334656E0,9.878179697E0
5.568395792E1,5.626373887E-1,4.304774761E0,8.858546257E0,9.865165400E0
5.568698561E1,5.722141862E-1,4.304774761E0,8.865729332E0,9.872166500E0
5.568801334E1,5.722141862E-1,4.307168961E0,8.868123055E0,9.875360249E0
5.569096415E1,5.961562395E-1,4.302380562E0,8.868123055E0,9.874689224E0
5.569239877E1,5.841852427E-1,4.302380562E0,8.856152534E0,9.863224047E0
5.569498215E1,5.889736414E-1,4.309563160E0,8.858546257E0,9.868792549E0
5.569613600E1,6.057330370E-1,4.307168961E0,8.870517731E0,9.879509187E0
5.569914346E1,5.961562395E-1,4.302380562E0,8.870517731E0,9.876839858E0
5.570031258E1,5.937620401E-1,4.299986362E0,8.868123055E0,9.873502043E0
5.570314534E1,5.985504389E-1,4.326322556E0,8.870517731E0,9.887437195E0
5.570433111E1,6.129156351E-1,4.333505154E0,8.860940933E0,9.882874416E0
5.570731104E1,6.153098345E-1,4.323928356E0,8.856152534E0,9.874532917E0
5.570841708E1,6.153098345E-1,4.319139957E0,8.858546257E0,9.874584445E0
5.571134788E1,6.153098345E-1,4.326322556E0,8.848969460E0,9.869140466E0
5.571281819E1,6.033388376E-1,4.309563160E0,8.856152534E0,9.867511849E0
5.571523477E1,5.889736414E-1,4.297592163E0,8.868123055E0,9.872172753E0
5.571651823E1,5.841852427E-1,4.311957359E0,8.870517731E0,9.880300273E0
5.571921538E1,6.009446383E-1,4.316745758E0,8.872911453E0,9.885544297E0
5.572072796E1,5.985504389E-1,4.311957359E0,8.860940933E0,9.872563655E0
5.572362154E1,6.009446383E-1,4.314351559E0,8.856152534E0,9.869458017E0
5.572474823E1,6.081272364E-1,4.323928356E0,8.870517731E0,9.886974258E0
5.572770973E1,6.057330370E-1,4.323928356E0,8.887276649E0,9.901866248E0
5.572881646E1,6.009446383E-1,4.319139957E0,8.882488251E0,9.895185797E0
5.573177646E1,6.105214357E-1,4.323928356E0,8.868123055E0,9.884973412E0
5.573317519E1,6.320692301E-1,4.307168961E0,8.872911453E0,9.883307828E0
5.573574481E1,6.224924326E-1,4.295197964E0,8.872911453E0,9.877488549E0
5.573686408E1,6.129156351E-1,4.297592163E0,8.872911453E0,9.877931040E0
5.574022581E1,5.865794420E-1,4.302380562E0,8.882488251E0,9.887019342E0
5.574105384E1,5.770025849E-1,4.309563160E0,8.887276649E0,9.893884619E0
5.574390323E1,5.913678408E-1,4.314351559E0,8.884882927E0,9.894669773E0
5.574507734E1,5.985504389E-1,4.295197964E0,8.875306129E0,9.878160105E0
5.574813892E1,5.746083856E-1,4.295197964E0,8.877699852E0,9.878889361E0
5.574926608E1,5.698199868E-1,4.288015366E0,8.892065048E0,9.888406920E0
5.575209869E1,5.746083856E-1,4.288015366E0,8.887276649E0,9.884378423E0
5.575355227E1,5.722141862E-1,4.271255970E0,8.882488251E0,9.872672088E0
5.575585508E1,5.865794420E-1,4.288015366E0,8.870517731E0,9.870017023E0
5.575744038E1,5.913678408E-1,4.290409565E0,8.875306129E0,9.875646260E0
5.576017408E1,5.770025849E-1,4.285621166E0,8.880094528E0,9.877021798E0
5.576150242E1,5.770025849E-1,4.268861771E0,8.875306129E0,9.865453446E0
5.576418927E1,5.746083856E-1,4.271255970E0,8.868123055E0,9.859888887E0
5.576555081E1,5.722141862E-1,4.283226967E0,8.870517731E0,9.867094159E0
5.576848034E1,5.698199868E-1,4.292803764E0,8.858546257E0,9.860360073E0
5.576954981E1,6.009446383E-1,4.290409565E0,8.863334656E0,9.865467547E0
5.577246277E1,5.817909837E-1,4.288015366E0,8.858546257E0,9.858975520E0
5.577393011E1,5.554547906E-1,4.276044369E0,8.863334656E0,9.856560591E0
5.577650308E1,5.817909837E-1,4.283226967E0,8.858546257E0,9.856893820E0
5.577762500E1,5.865794420E-1,4.271255970E0,8.858546257E0,9.851981770E0
5.578063642E1,5.793967843E-1,4.283226967E0,8.872911453E0,9.869665219E0
5.578196750E1,6.057330370E-1,4.266467571E0,8.848969460E0,9.842454904E0
5.578467438E1,6.177040339E-1,4.271255970E0,8.839392662E0,9.836668566E0
5.578581865E1,6.057330370E-1,4.273650169E0,8.836998940E0,9.834813091E0
5.578881450E1,5.913678408E-1,4.295197964E0,8.844181061E0,9.849770561E0
5.579001796E1,5.770025849E-1,4.285621166E0,8.846575737E0,9.846897127E0
5.579282827E1,6.033388376E-1,4.292803764E0,8.858546257E0,9.862353862E0
5.579432527E1,6.057330370E-1,4.292803764E0,8.848969460E0,9.853899592E0
5.579674915E1,6.105214357E-1,4.278438568E0,8.839392662E0,9.839341220E0
5.579833831E1,5.961562395E-1,4.285621166E0,8.834604263E0,9.837285374E0
5.580080361E1,5.913678408E-1,4.283226967E0,8.834604263E0,9.835953521E0
5.580213538E1,5.937620401E-1,4.295197964E0,8.834604263E0,9.841316548E0
5.580506727E1,6.081272364E-1,4.304774761E0,8.841787338E0,9.852822327E0
5.580635265E1,6.033388376E-1,4.295197964E0,8.841787338E0,9.848347406E0
5.580920023E1,6.033388376E-1,4.280832767E0,8.848969460E0,9.848543417E0
5.581029838E1,5.841852427E-1,4.290409565E0,8.848969460E0,9.851555569E0
5.581374656E1,6.057330370E-1,4.302380562E0,8.858546257E0,9.866672833E0
5.581510815E1,6.081272364E-1,4.299986362E0,8.848969460E0,9.857178194E0
5.581729511E1,5.913678408E-1,4.302380562E0,8.851364136E0,9.859352995E0
5.581841627E1,5.722141862E-1,4.290409565E0,8.853757858E0,9.855154566E0
5.582156788E1,5.865794420E-1,4.295197964E0,8.872911453E0,9.875290307E0
5.582256815E1,5.985504389E-1,4.295197964E0,8.872911453E0,9.876008598E0
5.582550411E1,6.153098345E-1,4.295197964E0,8.870517731E0,9.874888179E0
5.582665592E1,6.105214357E-1,4.299986362E0,8.860940933E0,9.868074451E0
5.582967588E1,5.985504389E-1,4.299986362E0,8.872911453E0,9.878092073E0
5.583069627E1,6.033388376E-1,4.297592163E0,8.887276649E0,9.890247843E0
5.583369611E1,6.033388376E-1,4.278438568E0,8.894459724E0,9.888400686E0
5.583508992E1,5.841852427E-1,4.280832767E0,8.884882927E0,9.879673386E0
5.583758123E1,5.650315881E-1,4.292803764E0,8.877699852E0,9.877296164E0
5.583879654E1,5.722141862E-1,4.288015366E0,8.877699852E0,9.875629576E0
5.584177350E1,5.770025849E-1,4.299986362E0,8.880094528E0,9.883263304E0
5.584291654E1,5.578489900E-1,4.304774761E0,8.889671326E0,9.892852850E0
5.584576192E1,5.626373887E-1,4.302380562E0,8.887276649E0,9.889930514E0
5.584705400E1,5.889736414E-1,4.302380562E0,8.896853447E0,9.900069177E0
5.585033446E1,5.985504389E-1,4.319139957E0,8.908824921E0,9.918689130E0
5.585117573E1,5.937620401E-1,4.321534157E0,8.901641846E0,9.912993412E0
5.585401861E1,5.722141862E-1,4.314351559E0,8.882488251E0,9.891393025E0
5.585556688E1,5.578489900E-1,4.297592163E0,8.880094528E0,9.881122038E0
5.585805969E1,5.578489900E-1,4.309563160E0,8.865729332E0,9.873433380E0
5.585916127E1,5.674257874E-1,4.311957359E0,8.860940933E0,9.870725531E0
5.586236577E1,5.722141862E-1,4.302380562E0,8.870517731E0,9.875423656E0
5.586336165E1,5.698199868E-1,4.304774761E0,8.865729332E0,9.872028016E0
5.586635919E1,5.650315881E-1,4.307168961E0,8.858546257E0,9.866347193E0
5.586734723E1,5.722141862E-1,4.297592163E0,8.860940933E0,9.864735257E0
5.587035604E1,5.626373887E-1,4.302380562E0,8.858546257E0,9.864120899E0
5.587143442E1,5.626373887E-1,4.311957359E0,8.853757858E0,9.864003513E0
5.587443634E1,5.746083856E-1,4.297592163E0,8.848969460E0,9.854122675E0
5.587584481E1,5.841852427E-1,4.311957359E0,8.841787338E0,9.854514296E0
5.587823292E1,5.770025849E-1,4.316745758E0,8.851364136E0,9.864779419E0
5.587954704E1,5.722141862E-1,4.309563160E0,8.841787338E0,9.852764436E0
5.588221450E1,5.674257874E-1,4.295197964E0,8.829815865E0,9.835463679E0
5.588362946E1,5.506663918E-1,4.302380562E0,8.832210541E0,9.839799541E0
5.588676765E1,5.650315881E-1,4.304774761E0,8.851364136E0,9.858853559E0
5.588780969E1,5.650315881E-1,4.302380562E0,8.851364136E0,9.857808390E0
5.589118733E1,5.722141862E-1,4.297592163E0,8.844181061E0,9.849683554E0
5.589182169E1,5.793967843E-1,4.307168961E0,8.836998940E0,9.847840136E0
5.589513269E1,5.793967843E-1,4.311957359E0,8.839392662E0,9.852083005E0
5.589621850E1,5.841852427E-1,4.314351559E0,8.846575737E0,9.859858216E0
5.589912800E1,5.817909837E-1,4.302380562E0,8.839392662E0,9.848036448E0
5.589992877E1,5.793967843E-1,4.302380562E0,8.844181061E0,9.852193551E0
5.590303631E1,5.841852427E-1,4.309563160E0,8.853757858E0,9.864209813E0
5.590399777E1,5.817909837E-1,4.304774761E0,8.853757858E0,9.861977221E0
5.590712169E1,5.746083856E-1,4.297592163E0,8.846575737E0,9.851973176E0
5.590819450E1,5.793967843E-1,4.297592163E0,8.856152534E0,9.860853754E0
5.591122654E1,5.626373887E-1,4.288015366E0,8.851364136E0,9.851410238E0
5.591228284E1,5.722141862E-1,4.288015366E0,8.841787338E0,9.843358583E0
5.591517442E1,5.722141862E-1,4.309563160E0,8.832210541E0,9.844171206E0
5.591658115E1,5.817909837E-1,4.311957359E0,8.836998940E0,9.850076511E0
5.591888415E1,5.985504389E-1,4.295197964E0,8.853757858E0,9.858804004E0
5.592027761E1,5.913678408E-1,4.280832767E0,8.853757858E0,9.852120245E0
5.592320827E1,5.913678408E-1,4.290409565E0,8.865729332E0,9.867040425E0
5.592438384E1,5.985504389E-1,4.290409565E0,8.860940933E0,9.863171452E0
5.592724750E1,5.746083856E-1,4.292803764E0,8.858546257E0,9.860637948E0
5.592852765E1,6.081272364E-1,4.290409565E0,8.868123055E0,9.870209698E0
5.593162604E1,5.985504389E-1,4.295197964E0,8.868123055E0,9.871706777E0
5.593257219E1,6.105214357E-1,4.283226967E0,8.868123055E0,9.867237515E0
5.593550181E1,6.105214357E-1,4.292803764E0,8.868123055E0,9.871398437E0
5.593692196E1,6.105214357E-1,4.290409565E0,8.877699852E0,9.878962765E0
5.593966488E1,5.889736414E-1,4.297592163E0,8.884882927E0,9.887230804E0
5.594073042E1,5.841852427E-1,4.295197964E0,8.877699852E0,9.879451028E0
5.594383381E1,5.841852427E-1,4.299986362E0,8.884882927E0,9.887987649E0
5.594475677E1,5.770025849E-1,4.295197964E0,8.882488251E0,9.883332184E0
5.594789346E1,5.770025849E-1,4.280832767E0,8.892065048E0,9.885711001E0
5.594885277E1,5.913678408E-1,4.283226967E0,8.872911453E0,9.870375212E0
5.595190069E1,5.865794420E-1,4.283226967E0,8.872911453E0,9.870089480E0
5.595294719E1,5.770025849E-1,4.292803764E0,8.870517731E0,9.871533870E0
5.595587177E1,5.865794420E-1,4.299986362E0,8.868123055E0,9.873072707E0
5.595741896E1,5.841852427E-1,4.292803764E0,8.836998940E0,9.841848750E0
5.595977365E1,5.865794420E-1,4.295197964E0,8.834604263E0,9.840885808E0
5.596101384E1,5.698199868E-1,4.290409565E0,8.829815865E0,9.833511949E0
5.596371423E1,5.650315881E-1,4.297592163E0,8.786720276E0,9.797704440E0
5.596511204E1,5.626373887E-1,4.292803764E0,8.769960403E0,9.780436108E0
5.596807769E1,5.554547906E-1,4.290409565E0,8.755595207E0,9.766093983E0
5.596924738E1,5.554547906E-1,4.302380562E0,8.741230011E0,9.758489157E0
5.597226619E1,5.698199868E-1,4.311957359E0,8.726864815E0,9.750684108E0
5.597362484E1,5.817909837E-1,4.319139957E0,8.719682693E0,9.748144285E0
5.597627731E1,5.865794420E-1,4.311957359E0,8.705317497E0,9.732399727E0
5.597770038E1,5.817909837E-1,4.333505154E0,8.690952301E0,9.728843691E0
5.598029134E1,5.722141862E-1,4.345476151E0,8.695740700E0,9.737889831E0
5.598149134E1,5.770025849E-1,4.326322556E0,8.698134422E0,9.731779964E0
5.598446331E1,5.770025849E-1,4.316745758E0,8.700529099E0,9.729667647E0
5.598550661E1,5.793967843E-1,4.321534157E0,8.686163902E0,9.719094682E0
5.598842350E1,5.722141862E-1,4.328716755E0,8.690952301E0,9.726143620E0
5.598981177E1,5.913678408E-1,4.319139957E0,8.717288017E0,9.746578696E0
5.599267119E1,5.913678408E-1,4.311957359E0,8.748413086E0,9.771254971E0
5.599370619E1,5.961562395E-1,4.307168961E0,8.762778282E0,9.782299829E0
5.599669569E1,6.009446383E-1,4.307168961E0,8.796297073E0,9.812628655E0
5.599809050E1,6.057330370E-1,4.311957359E0,8.829815865E0,9.845076789E0
5.600040361E1,6.296750307E-1,4.309563160E0,8.856152534E0,9.869157157E0
5.600182527E1,6.296750307E-1,4.309563160E0,8.877699852E0,9.888497355E0
5.600467661E1,6.296750307E-1,4.302380562E0,8.904036522E0,9.909027981E0
5.600588404E1,6.440402865E-1,4.299986362E0,8.918401718E0,9.921822404E0
5.600882431E1,6.296750307E-1,4.297592163E0,8.923190117E0,9.924168021E0
5.600998734E1,6.272808313E-1,4.309563160E0,8.937555313E0,9.942118026E0
5.601301973E1,6.320692301E-1,4.295197964E0,8.959102631E0,9.955589234E0
5.601423900E1,6.272808313E-1,4.295197964E0,8.992621422E0,9.985461773E0
5.601700881E1,6.224924326E-1,4.304774761E0,9.006986618E0,1.000221928E1
5.601842496E1,6.200982332E-1,4.316745758E0,9.040505409E0,1.003740772E1
5.602102623E1,6.153098345E-1,4.302380562E0,9.074024200E0,1.006116295E1
5.602214946E1,6.200982332E-1,4.307168961E0,9.078812599E0,1.006782322E1
5.602517988E1,6.153098345E-1,4.316745758E0,9.105149269E0,1.009537733E1
5.602626808E1,5.865794420E-1,4.328716755E0,9.136273384E0,1.012686306E1
5.602915600E1,5.985504389E-1,4.302380562E0,9.136273384E0,1.011633493E1
5.603033592E1,6.033388376E-1,4.309563160E0,9.126696587E0,1.011103076E1
5.603363888E1,5.937620401E-1,4.302380562E0,9.114726067E0,1.009659661E1
5.603451900E1,5.817909837E-1,4.311957359E0,9.085995674E0,1.007406444E1
5.603756373E1,5.746083856E-1,4.311957359E0,9.064447403E0,1.005422089E1
5.603884261E1,5.985504389E-1,4.285621166E0,9.028534889E0,1.001195554E1
5.604114688E1,5.937620401E-1,4.309563160E0,8.997409821E0,9.993911720E0
5.604253104E1,5.841852427E-1,4.304774761E0,8.959102631E0,9.956800595E0
5.604521300E1,5.793967843E-1,4.283226967E0,8.937555313E0,9.927820952E0
5.604662688E1,5.578489900E-1,4.273650169E0,8.899248123E0,9.887967356E0
5.604957296E1,5.602431893E-1,4.283226967E0,8.848969460E0,9.847038447E0
5.605074858E1,5.650315881E-1,4.290409565E0,8.834604263E0,9.837535638E0
5.605373338E1,5.674257874E-1,4.278438568E0,8.805873871E0,9.806651989E0
5.605498215E1,5.530605912E-1,4.295197964E0,8.765172005E0,9.776647781E0
5.605829021E1,5.626373887E-1,4.288015366E0,8.738836288E0,9.750430569E0
5.605944934E1,5.746083856E-1,4.273650169E0,8.722076416E0,9.729793296E0
5.606187611E1,5.770025849E-1,4.271255970E0,8.693346024E0,9.703134784E0
5.606294131E1,5.698199868E-1,4.273650169E0,8.657433510E0,9.671604601E0
5.606596488E1,5.746083856E-1,4.273650169E0,8.657433510E0,9.671887900E0
5.606703631E1,5.793967843E-1,4.271255970E0,8.652645111E0,9.666829657E0
5.606998392E1,5.889736414E-1,4.266467571E0,8.626308441E0,9.641723539E0
5.607113581E1,6.009446383E-1,4.249708176E0,8.614337921E0,9.624342671E0
5.607414065E1,6.033388376E-1,4.256890774E0,8.611943245E0,9.625523532E0
5.607523465E1,5.961562395E-1,4.280832767E0,8.621520042E0,9.644249027E0
5.607816192E1,6.009446383E-1,4.276044369E0,8.628703117E0,9.648844873E0
5.607963184E1,6.081272364E-1,4.273650169E0,8.628703117E0,9.648234139E0
5.608195792E1,6.177040339E-1,4.249708176E0,8.652645111E0,9.659702132E0
5.608340096E1,6.224924326E-1,4.254496574E0,8.676587105E0,9.683563482E0
5.608626434E1,6.248866320E-1,4.268861771E0,8.707711220E0,9.717916382E0
5.608755077E1,6.368576288E-1,4.252102375E0,8.722076416E0,9.724226409E0
5.609029008E1,6.272808313E-1,4.242525578E0,8.757989883E0,9.751660952E0
5.609155354E1,6.272808313E-1,4.268861771E0,8.769960403E0,9.773887023E0
5.609462146E1,6.129156351E-1,4.273650169E0,8.786720276E0,9.790107484E0
5.609592296E1,6.177040339E-1,4.261679173E0,8.817844391E0,9.813146659E0
5.609869334E1,6.057330370E-1,4.252102375E0,8.834604263E0,9.823315103E0
5.609997650E1,6.033388376E-1,4.249708176E0,8.858546257E0,9.843672034E0
5.610266904E1,6.105214357E-1,4.254496574E0,8.865729332E0,9.852646046E0
5.610371927E1,6.081272364E-1,4.264073372E0,8.899248123E0,9.886797136E0
5.610692827E1,5.961562395E-1,4.266467571E0,8.920795441E0,9.906499841E0
5.610787450E1,6.057330370E-1,4.252102375E0,8.927978516E0,9.907375409E0
5.611073704E1,5.985504389E-1,4.247313976E0,8.925583839E0,9.902726166E0
5.611190488E1,5.865794420E-1,4.271255970E0,8.949525833E0,9.933867104E0
5.611491292E1,5.746083856E-1,4.268861771E0,8.959102631E0,9.940768359E0
5.611600996E1,5.770025849E-1,4.261679173E0,8.954314232E0,9.933508178E0
5.611892146E1,5.722141862E-1,4.254496574E0,8.956708908E0,9.932311143E0
5.612039915E1,5.698199868E-1,4.256890774E0,8.954314232E0,9.931040089E0
5.612302069E1,5.722141862E-1,4.266467571E0,8.954314232E0,9.935286507E0
5.612415961E1,5.578489900E-1,4.261679173E0,8.966285706E0,9.943207944E0
5.612690342E1,5.506663918E-1,4.254496574E0,8.978256226E0,9.950530610E0
5.612821273E1,5.410895944E-1,4.261679173E0,8.978256226E0,9.953078527E0
5.613122581E1,5.506663918E-1,4.261679173E0,8.975862503E0,9.951444645E0
5.613240604E1,5.602431893E-1,4.256890774E0,8.985439301E0,9.958569722E0
5.613526388E1,5.626373887E-1,4.252102375E0,8.985439301E0,9.956658820E0
5.613638508E1,5.746083856E-1,4.244919777E0,8.980650902E0,9.949955243E0
5.613965011E1,5.817909837E-1,4.256890774E0,8.990227699E0,9.964125345E0
5.614092558E1,5.841852427E-1,4.244919777E0,8.995016098E0,9.963479860E0
5.614337284E1,5.793967843E-1,4.242525578E0,9.011775017E0,9.977314912E0
5.614448208E1,5.889736414E-1,4.242525578E0,9.009381294E0,9.975713735E0
5.614753627E1,6.033388376E-1,4.247313976E0,9.016563416E0,9.985094371E0
5.614880731E1,6.057330370E-1,4.252102375E0,9.009381294E0,9.980793477E0
5.615151850E1,6.081272364E-1,4.266467571E0,8.997409821E0,9.976269230E0
5.615268254E1,6.344634295E-1,4.276044369E0,8.992621422E0,9.977692084E0
5.615564631E1,6.248866320E-1,4.264073372E0,8.995016098E0,9.974122499E0
5.615680804E1,6.296750307E-1,4.278438568E0,8.995016098E0,9.980573221E0
5.615969038E1,6.248866320E-1,4.278438568E0,8.987833023E0,9.973798792E0
5.616115784E1,6.224924326E-1,4.278438568E0,8.990227699E0,9.975807110E0
5.616346719E1,6.296750307E-1,4.290409565E0,8.985439301E0,9.977084960E0
5.616498204E1,6.248866320E-1,4.304774761E0,8.983044624E0,9.980814584E0
5.616775996E1,6.272808313E-1,4.307168961E0,8.973467827E0,9.973380096E0
5.616893965E1,6.081272364E-1,4.311957359E0,8.980650902E0,9.980725706E0
5.617180792E1,5.913678408E-1,4.319139957E0,8.954314232E0,9.959137978E0
5.617314015E1,5.913678408E-1,4.321534157E0,8.944737434E0,9.951567774E0
5.617608723E1,6.224924326E-1,4.323928356E0,8.913613319E0,9.926548024E0
5.617715273E1,5.889736414E-1,4.321534157E0,8.901641846E0,9.912707752E0
5.618011515E1,5.865794420E-1,4.321534157E0,8.896853447E0,9.908265952E0
5.618168692E1,5.817909837E-1,4.321534157E0,8.870517731E0,9.884342316E0
5.618415619E1,5.746083856E-1,4.328716755E0,8.851364136E0,9.869884022E0
5.618522704E1,5.506663918E-1,4.338293552E0,8.851364136E0,9.872723610E0
5.618824277E1,5.506663918E-1,4.347870350E0,8.839392662E0,9.866208628E0
5.618949104E1,5.458779931E-1,4.352658749E0,8.805873871E0,9.838040231E0
5.619225877E1,5.554547906E-1,4.347870350E0,8.801085472E0,9.832172298E0
5.619348481E1,5.386953950E-1,4.347870350E0,8.810662270E0,9.839813969E0
5.619644665E1,5.602431893E-1,4.352658749E0,8.805873871E0,9.838847760E0
5.619802973E1,5.386953950E-1,4.362235546E0,8.777143478E0,9.816187617E0
5.620045558E1,5.339069963E-1,4.335899353E0,8.762778282E0,9.791392296E0
5.620205927E1,5.458779931E-1,4.333505154E0,8.767566681E0,9.795278210E0
5.620431365E1,5.291185975E-1,4.331110954E0,8.772355080E0,9.797586551E0
5.620559181E1,5.410895944E-1,4.338293552E0,8.789113998E0,9.816419600E0
5.620828158E1,5.386953950E-1,4.328716755E0,8.786720276E0,9.809915121E0
5.620968319E1,5.386953950E-1,4.338293552E0,8.798690796E0,9.824863531E0
5.621261377E1,5.434837937E-1,4.333505154E0,8.817844391E0,9.840173843E0
5.621386254E1,5.482721925E-1,4.323928356E0,8.822632790E0,9.840518694E0
5.621675473E1,5.458779931E-1,4.323928356E0,8.827422142E0,9.844679826E0
5.621790431E1,5.530605912E-1,4.335899353E0,8.841787338E0,9.863219685E0
5.622102608E1,5.626373887E-1,4.319139957E0,8.836998940E0,9.852110488E0
5.622229138E1,5.650315881E-1,4.321534157E0,8.844181061E0,9.859739185E0
5.622493742E1,5.650315881E-1,4.323928356E0,8.853757858E0,9.869379177E0
5.622594777E1,5.578489900E-1,4.321534157E0,8.856152534E0,9.870070449E0
5.622900873E1,5.434837937E-1,4.295197964E0,8.851364136E0,9.853463718E0
5.623035377E1,5.458779931E-1,4.283226967E0,8.853757858E0,9.850535226E0
5.623297508E1,5.602431893E-1,4.288015366E0,8.865729332E0,9.864182926E0
5.623421008E1,5.506663918E-1,4.283226967E0,8.892065048E0,9.885245953E0
5.623714773E1,5.554547906E-1,4.288015366E0,8.899248123E0,9.894049876E0
5.623835977E1,5.674257874E-1,4.288015366E0,8.899248123E0,9.894729150E0
5.624160219E1,5.746083856E-1,4.276044369E0,8.899248123E0,9.889961951E0
5.624290538E1,5.746083856E-1,4.280832767E0,8.899248123E0,9.892033216E0
5.624502434E1,5.865794420E-1,4.271255970E0,8.918401718E0,9.905836270E0
5.624636500E1,5.698199868E-1,4.268861771E0,8.920795441E0,9.905981371E0
5.624927908E1,5.793967843E-1,4.276044369E0,8.927978516E0,9.916100869E0
5.625046111E1,5.698199868E-1,4.273650169E0,8.930372238E0,9.916669244E0
5.625328704E1,5.865794420E-1,4.273650169E0,8.927978516E0,9.915490991E0
5.625452465E1,5.746083856E-1,4.261679173E0,8.942343712E0,9.922580069E0
5.625757004E1,5.913678408E-1,4.261679173E0,8.932766914E0,9.914935705E0
5.625877065E1,5.889736414E-1,4.259284973E0,8.939949036E0,9.920236247E0
5.626159358E1,5.913678408E-1,4.266467571E0,8.923190117E0,9.908369357E0
5.626297915E1,5.889736414E-1,4.244919777E0,8.920795441E0,9.896808837E0
5.626565734E1,5.865794420E-1,4.244919777E0,8.918401718E0,9.894509011E0
5.626675165E1,5.865794420E-1,4.252102375E0,8.918401718E0,9.897592599E0
5.626970434E1,6.033388376E-1,4.254496574E0,8.916007042E0,9.897471416E0
5.627085380E1,5.961562395E-1,4.264073372E0,8.920795441E0,9.905468958E0
5.627373369E1,6.033388376E-1,4.259284973E0,8.911218643E0,9.895218236E0
5.627501542E1,6.009446383E-1,4.254496574E0,8.899248123E0,9.882231161E0
5.627788800E1,5.793967843E-1,4.266467571E0,8.894459724E0,9.881794369E0
5.627921023E1,5.889736414E-1,4.264073372E0,8.882488251E0,9.870552629E0
5.628191323E1,6.009446383E-1,4.264073372E0,8.875306129E0,9.864811963E0
5.628337942E1,6.009446383E-1,4.271255970E0,8.880094528E0,9.872225729E0
5.628576758E1,6.105214357E-1,4.266467571E0,8.884882927E0,9.875050713E0
5.628707611E1,6.081272364E-1,4.266467571E0,8.889671326E0,9.879211535E0
5.628975000E1,6.177040339E-1,4.271255970E0,8.887276649E0,9.879720243E0
5.629116954E1,6.105214357E-1,4.256890774E0,8.899248123E0,9.883849080E0
5.629413311E1,6.081272364E-1,4.261679173E0,8.911218643E0,9.896542114E0
5.629526542E1,6.057330370E-1,4.261679173E0,8.916007042E0,9.900707220E0
5.629858461E1,6.105214357E-1,4.264073372E0,8.927978516E0,9.912812846E0
5.629960169E1,6.224924326E-1,4.278438568E0,8.913613319E0,9.906817643E0
5.630281325E1,6.033388376E-1,4.268861771E0,8.918401718E0,9.905810809E0
5.630395996E1,5.889736414E-1,4.264073372E0,8.899248123E0,9.885637502E0
5.630636384E1,5.793967843E-1,4.264073372E0,8.894459724E0,9.880760909E0
5.630761884E1,5.770025849E-1,4.271255970E0,8.896853447E0,9.885876835E0
